pINDEX,sLINE_NO,E_N83WTM,N_N83WTM,TIMESTAMP,RECORD,ELEVATION,ALT,NUMDATA,LM_Data_0,LM_Data_1,LM_Data_2,LM_Data_3,LM_Data_4,LM_Data_5,LM_Data_6,LM_Data_7,LM_Data_8,LM_Data_9,LM_Data_10,LM_Data_11,LM_Data_12,LM_Data_13,LM_Data_14,LM_Data_15,LM_Data_16,LM_Data_17,LM_Data_18,LM_Data_19,LM_Data_20,LM_Data_21,LM_Data_22,LM_Data_23,LM_Data_24,LM_Data_25,LM_Data_26,LM_DataSTD_0,LM_DataSTD_1,LM_DataSTD_2,LM_DataSTD_3,LM_DataSTD_4,LM_DataSTD_5,LM_DataSTD_6,LM_DataSTD_7,LM_DataSTD_8,LM_DataSTD_9,LM_DataSTD_10,LM_DataSTD_11,LM_DataSTD_12,LM_DataSTD_13,LM_DataSTD_14,LM_DataSTD_15,LM_DataSTD_16,LM_DataSTD_17,LM_DataSTD_18,LM_DataSTD_19,LM_DataSTD_20,LM_DataSTD_21,LM_DataSTD_22,LM_DataSTD_23,LM_DataSTD_24,LM_DataSTD_25,LM_DataSTD_26,HM_Data_0,HM_Data_1,HM_Data_2,HM_Data_3,HM_Data_4,HM_Data_5,HM_Data_6,HM_Data_7,HM_Data_8,HM_Data_9,HM_Data_10,HM_Data_11,HM_Data_12,HM_Data_13,HM_Data_14,HM_Data_15,HM_Data_16,HM_Data_17,HM_Data_18,HM_Data_19,HM_Data_20,HM_Data_21,HM_DataSTD_0,HM_DataSTD_1,HM_DataSTD_2,HM_DataSTD_3,HM_DataSTD_4,HM_DataSTD_5,HM_DataSTD_6,HM_DataSTD_7,HM_DataSTD_8,HM_DataSTD_9,HM_DataSTD_10,HM_DataSTD_11,HM_DataSTD_12,HM_DataSTD_13,HM_DataSTD_14,HM_DataSTD_15,HM_DataSTD_16,HM_DataSTD_17,HM_DataSTD_18,HM_DataSTD_19,HM_DataSTD_20,HM_DataSTD_21,TX_ALTITUDE,TX_ALTITUDE_STD,RX_ALTITUDE,RX_ALTITUDE_STD,txrx_dx,txrx_dy,txrx_dz,LINE_NO
7397,101600.0,709533.1,484544.3,44217.6242708333,1702.0,190.1,52.5,40.0,-7.0789e-09,-2.2965e-08,6.2895e-09,4.0322e-09,2.1614e-09,1.6813e-09,1.238e-09,1.0108e-09,7.6374e-10,5.4678e-10,3.9123e-10,2.6491e-10,-9999.99,1.0596e-10,7.1784e-11,4.7105e-11,3.152e-11,2.1102e-11,1.4944e-11,1.2275e-11,6.8421e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.13e-10,6.91e-10,1.89e-10,1.21e-10,6.55e-11,5.18e-11,3.76e-11,3.05e-11,2.31e-11,1.65e-11,1.19e-11,8.08e-12,-9999.99,3.26e-12,2.33e-12,1.47e-12,1.01e-12,7.26e-13,5.69e-13,6.24e-13,2.88e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.1754e-10,2.2228e-10,1.5184e-10,1.0161e-10,7.1462e-11,4.9737e-11,3.4503e-11,2.4728e-11,1.6526e-11,1.2827e-11,8.9327e-12,5.9444e-12,3.9825e-12,2.5801e-12,1.6842e-12,1.055e-12,5.9474e-13,3.4883e-13,-9999.99,-9999.99,-9999.99,-9999.99,9.53e-12,6.67e-12,4.56e-12,3.05e-12,2.14e-12,1.49e-12,1.04e-12,7.42e-13,4.96e-13,3.85e-13,2.68e-13,1.78e-13,1.2e-13,7.77e-14,5.09e-14,3.25e-14,1.91e-14,1.18e-14,-9999.99,-9999.99,-9999.99,52.5,0.056,54.535,0.056,-13.25,0.0,2.03,101601.0
7499,101600.0,712593.4,483313.4,44217.6254513889,1802.0,187.6,48.41,41.0,-9.9942e-09,-3.4883e-08,1.3886e-08,1.0468e-08,4.6959e-09,2.6953e-09,1.536e-09,9.0058e-10,6.038e-10,4.0877e-10,2.7404e-10,1.9035e-10,-9999.99,7.8772e-11,5.8187e-11,3.3216e-11,2.2044e-11,1.5301e-11,9.9123e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.01e-10,1.05e-09,4.17e-10,3.14e-10,1.41e-10,8.11e-11,4.64e-11,2.73e-11,1.86e-11,1.25e-11,8.52e-12,5.86e-12,-9999.99,2.57e-12,1.88e-12,1.08e-12,7.61e-13,5.63e-13,4.1e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.376e-10,1.669e-10,1.1503e-10,7.883e-11,5.2573e-11,3.5351e-11,2.4058e-11,1.6561e-11,1.1558e-11,8.2544e-12,5.8392e-12,4.0877e-12,2.8199e-12,1.8205e-12,1.1594e-12,7.1901e-13,4.117e-13,2.3909e-13,1.4035e-13,7.3977e-14,5.3129e-14,-9999.99,7.13e-12,5.01e-12,3.45e-12,2.36e-12,1.58e-12,1.06e-12,7.22e-13,4.97e-13,3.47e-13,2.48e-13,1.75e-13,1.23e-13,8.49e-14,5.48e-14,3.51e-14,2.21e-14,1.26e-14,7.58e-15,4.94e-15,5.77e-15,3.98e-15,48.405,0.061,50.435,0.061,-13.25,0.0,2.03,101601.0
7603,101600.0,716312.3,481796.8,44217.6268634259,1902.0,204.1,45.2,38.0,-7.9708e-09,-7.9883e-09,1.0123e-08,1.7088e-09,7.8216e-10,5.0965e-10,3.2135e-10,2.1219e-10,1.4906e-10,9.6053e-11,8.5497e-11,4.6345e-11,-9999.99,2.4354e-11,1.8857e-11,1.3041e-11,1.2553e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.39e-10,2.43e-10,3.04e-10,5.18e-11,2.57e-11,1.93e-11,1.14e-11,7.74e-12,5.93e-12,3.75e-12,3.4e-12,2.09e-12,-9999.99,1.39e-12,1.02e-12,7.21e-13,5.95e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.3333e-11,4.7398e-11,3.5205e-11,2.5374e-11,1.8135e-11,1.3152e-11,9.386e-12,6.7193e-12,4.9123e-12,3.7544e-12,2.857e-12,2.1442e-12,1.593e-12,1.1579e-12,8.1988e-13,5.4795e-13,3.6257e-13,2.3535e-13,1.3058e-13,9.9474e-14,-9999.99,-9999.99,1.9e-12,1.42e-12,1.06e-12,7.61e-13,5.46e-13,3.95e-13,2.83e-13,2.02e-13,1.48e-13,1.13e-13,8.6e-14,6.45e-14,4.81e-14,3.52e-14,2.49e-14,1.69e-14,1.16e-14,7.63e-15,4.78e-15,9.32e-15,-9999.99,45.6,0.0645,47.62,0.064,-13.25,0.0,2.02,101601.0
7711,101600.0,720690.8,479968.6,44217.6285532407,2002.0,213.4,43.7,31.0,-1.2412e-08,-3.3801e-08,2.0547e-08,1.3044e-08,6.0292e-09,3.2719e-09,1.7278e-09,7.7573e-10,3.5643e-10,1.7012e-10,9.0058e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.74e-10,1.02e-09,6.16e-10,3.91e-10,1.81e-10,9.85e-11,5.2e-11,2.37e-11,1.13e-11,5.73e-12,3.4e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.8947e-11,3.7281e-11,2.2968e-11,1.5167e-11,1.0801e-11,7.5614e-12,5.1959e-12,3.9181e-12,2.9532e-12,2.2082e-12,1.7629e-12,1.2982e-12,8.9854e-13,6.1667e-13,4.2105e-13,2.8383e-13,1.9023e-13,1.25e-13,8.848e-14,-9999.99,-9999.99,-9999.99,2.07e-12,1.12e-12,6.94e-13,4.57e-13,3.25e-13,2.3e-13,1.57e-13,1.18e-13,8.89e-14,6.67e-14,5.39e-14,3.96e-14,2.76e-14,1.92e-14,1.33e-14,9.45e-15,6.72e-15,4.8e-15,4.99e-15,-9999.99,-9999.99,43.03,0.068,45.365,0.068,-13.25,0.0,2.33,101601.0
7819,101600.0,724819.6,478270.7,44217.6301388889,2102.0,211.4,64.02,11.0,-4.5819e-09,-1.9576e-08,6.9971e-09,6.1345e-09,3.5146e-09,2.3213e-09,1.4035e-09,8.5146e-10,4.8012e-10,2.4164e-10,1.3977e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.39e-10,5.89e-10,2.1e-10,1.84e-10,1.06e-10,7.01e-11,4.25e-11,2.67e-11,1.67e-11,9.06e-12,5.66e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,62.28,0.049,63.83,0.049,-13.25,0.0,1.55,101601.0
7929,101600.0,728627.3,476708.6,44217.6315625,2202.0,201.7,72.66,22.0,-3.231e-09,-1.5541e-08,3.7076e-09,3.9211e-09,2.5392e-09,1.8088e-09,1.2518e-09,7.9649e-10,4.8333e-10,2.4971e-10,1.3096e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.85e-11,4.72e-10,1.14e-10,1.18e-10,7.72e-11,5.7e-11,3.84e-11,2.64e-11,1.51e-11,9.36e-12,4.56e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.0246e-10,5.1053e-11,2.5009e-11,1.3032e-11,8.076e-12,4.6082e-12,3.4825e-12,1.6585e-12,1.3924e-12,8.8275e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.07e-12,1.54e-12,7.58e-13,4.04e-13,2.54e-13,1.56e-13,1.26e-13,7.94e-14,6.95e-14,6.06e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,72.33,0.041,73.9,0.041,-13.25,0.0,1.57,101601.0
8036,101700.0,729477.7,475495.0,44217.6335416667,2302.0,194.3,46.71,20.0,-1.1886e-08,-3.9094e-08,1.1947e-08,1.1249e-08,6.924e-09,4.9415e-09,3.3743e-09,2.0032e-09,1.1874e-09,6.5439e-10,3.4094e-10,1.7076e-10,-9999.99,4.1667e-11,2.8795e-11,1.6506e-11,1.2936e-11,5.9006e-12,5.0643e-12,5.1404e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.61e-10,1.19e-09,3.58e-10,3.37e-10,2.08e-10,1.49e-10,1.01e-10,6.03e-11,3.59e-11,1.98e-11,1.04e-11,5.31e-12,-9999.99,1.43e-12,1.21e-12,7.81e-13,1.9e-12,1.85e-12,1.37e-12,3.2e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,46.71,0.063,49.05,0.063,-13.25,0.0,2.34,101701.0
8142,101700.0,727668.4,476206.2,44217.634849537,2402.0,212.6,48.55,11.0,-1.0126e-08,-3.383e-08,1.0813e-08,9.2749e-09,5.5819e-09,4.0789e-09,2.755e-09,1.755e-09,1.0015e-09,4.848e-10,2.5193e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.08e-10,1.03e-09,3.25e-10,2.78e-10,1.67e-10,1.22e-10,8.26e-11,5.28e-11,3.01e-11,1.49e-11,7.71e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,48.55,0.061,50.82,0.061,-13.25,0.0,2.27,101701.0
8246,101700.0,725763.7,477017.8,44217.636099537,2502.0,219.4,52.53,32.0,-8.0351e-09,-2.0699e-08,1.4503e-08,7.3041e-09,2.9912e-09,1.5231e-09,7.9269e-10,3.2573e-10,1.5149e-10,8.7515e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.43e-10,6.25e-10,4.35e-10,2.19e-10,9e-11,4.66e-11,2.42e-11,1.04e-11,5.18e-12,3.47e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.4781e-11,1.4009e-11,9.4123e-12,6.9678e-12,4.4708e-12,3.0906e-12,2.6211e-12,2.2442e-12,1.6658e-12,9.9064e-13,9.348e-13,7.4503e-13,5.4269e-13,4.5614e-13,3.7427e-13,2.6485e-13,1.8994e-13,1.202e-13,6.1462e-14,5e-14,3.3947e-14,-9999.99,7.56e-13,4.3e-13,2.86e-13,2.16e-13,1.38e-13,9.95e-14,8.73e-14,7.34e-14,5.25e-14,3.22e-14,3.2e-14,2.41e-14,2e-14,1.71e-14,1.3e-14,1.05e-14,7.46e-15,5.34e-15,4.3e-15,4.18e-15,9.71e-14,52.53,0.0565,55.265,0.0565,-13.25,0.0,2.73,101701.0
8350,101700.0,723731.8,477858.2,44217.6373611111,2602.0,208.4,63.46,8.0,-4.5702e-09,-1.6596e-08,7.652e-09,5.1842e-09,2.4933e-09,1.5833e-09,8.7836e-10,4.5439e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.42e-10,5.06e-10,2.3e-10,1.56e-10,7.68e-11,4.89e-11,2.76e-11,1.57e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,63.46,0.047,65.24,0.047,-13.25,0.0,1.78,101701.0
8454,101700.0,721548.4,478759.7,44217.6386689815,2702.0,216.9,36.58,27.0,-2.1365e-08,-4.4971e-08,3.4591e-08,1.6482e-08,6.1111e-09,3.0965e-09,1.5477e-09,6.614e-10,3.0526e-10,1.3912e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.43e-10,1.35e-09,1.04e-09,4.94e-10,1.83e-10,9.32e-11,4.67e-11,2.04e-11,9.52e-12,4.63e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,5.6901e-11,3.4444e-11,2.3135e-11,1.5442e-11,1.0857e-11,7.9444e-12,6.1257e-12,4.3684e-12,-9999.99,-9999.99,-9999.99,-9999.99,1.1275e-12,9.6199e-13,6.3626e-13,4.7778e-13,3.5468e-13,1.4462e-13,-9999.99,1.1173e-13,4.0292e-14,-9999.99,1.71e-12,1.04e-12,6.99e-13,4.68e-13,3.3e-13,2.41e-13,1.85e-13,1.32e-13,-9999.99,-9999.99,-9999.99,-9999.99,4.77e-14,2.93e-14,2.84e-14,1.82e-14,1.55e-14,2.28e-14,-9999.99,7.51e-15,5.84e-15,36.58,0.0795,39.135,0.0795,-13.25,0.0,2.56,101701.0
8558,101700.0,719063.4,479757.5,44217.6402662037,2802.0,209.0,64.33,34.0,-3.2807e-09,-1.376e-08,6.4269e-09,4.1871e-09,2.005e-09,1.214e-09,6.383e-10,3.345e-10,1.7091e-10,9.2164e-11,5.883e-11,3.4035e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.02e-10,4.18e-10,1.93e-10,1.26e-10,6.08e-11,3.74e-11,1.98e-11,1.1e-11,6.02e-12,4.26e-12,2.63e-12,3.16e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.4942e-11,2.8263e-11,1.9193e-11,1.3632e-11,9.6784e-12,6.9035e-12,4.8041e-12,3.6725e-12,2.6901e-12,2.0135e-12,1.4769e-12,1.0462e-12,7.9035e-13,5.6257e-13,3.6842e-13,2.4339e-13,1.7392e-13,1.0178e-13,5.848e-14,3.1608e-14,5.1228e-14,-9999.99,1.35e-12,8.54e-13,5.78e-13,4.14e-13,2.93e-13,2.11e-13,1.46e-13,1.11e-13,8.18e-14,6.1e-14,4.5e-14,3.25e-14,2.41e-14,1.76e-14,1.2e-14,8.03e-15,6.05e-15,4.73e-15,5.37e-15,1.62e-14,1.21e-14,64.33,0.046,66.5,0.046,-13.25,0.0,2.17,101701.0
8662,101700.0,716929.6,480650.6,44217.641724537,2902.0,201.0,67.27,32.0,-3.1345e-09,-1.7023e-08,4.6053e-09,4.8743e-09,3.0263e-09,2.0673e-09,1.3734e-09,7.7251e-10,4.3129e-10,2.4921e-10,1.1041e-10,6.6754e-11,-9999.99,3.7222e-11,1.1018e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.08e-10,5.33e-10,1.41e-10,1.47e-10,9.11e-11,6.31e-11,4.16e-11,2.35e-11,1.35e-11,7.9e-12,3.93e-12,2.36e-12,-9999.99,2.27e-12,1.5e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.0339e-10,5.8918e-11,3.7018e-11,2.5754e-11,1.7626e-11,1.2643e-11,9.0351e-12,5.4444e-12,3.9444e-12,2.9532e-12,2.4573e-12,1.8725e-12,1.712e-12,1.1371e-12,7.6433e-13,4.6608e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.1e-12,1.77e-12,1.11e-12,7.73e-13,5.31e-13,3.82e-13,2.77e-13,1.74e-13,1.33e-13,9.89e-14,7.91e-14,6.82e-14,5.89e-14,3.75e-14,3.94e-14,1.86e-14,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,67.265,0.044,68.77,0.044,-13.25,0.0,1.5,101701.0
8766,101700.0,714974.3,481467.9,44217.6431134259,3002.0,198.2,57.16,31.0,-4.2924e-09,-9.3216e-09,6.7485e-09,2.1029e-09,8.6199e-10,5.1579e-10,3.4357e-10,1.9591e-10,1.6661e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.31e-10,2.83e-10,2.03e-10,6.41e-11,2.76e-11,1.88e-11,1.15e-11,7.17e-12,6.25e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.5322e-11,4.9357e-11,3.7193e-11,2.6924e-11,1.9705e-11,1.424e-11,1.0173e-11,7.0789e-12,5.2924e-12,4.0088e-12,3.0556e-12,2.3222e-12,1.714e-12,1.2354e-12,8.9737e-13,5.7924e-13,3.9357e-13,2.5798e-13,1.4202e-13,8.4649e-14,3.8684e-14,-9999.99,1.96e-12,1.48e-12,1.12e-12,8.1e-13,5.91e-13,4.27e-13,3.06e-13,2.12e-13,1.59e-13,1.21e-13,9.2e-14,6.99e-14,5.18e-14,3.72e-14,2.74e-14,1.76e-14,1.21e-14,8.41e-15,4.73e-15,3.93e-15,3.91e-15,57.165,0.052,58.82,0.052,-13.25,0.0,1.66,101701.0
8870,101700.0,712959.5,482302.9,44217.6444328704,3102.0,199.6,45.48,15.0,-7.0497e-09,-1.0322e-08,8.4591e-09,1.6094e-09,7.6287e-10,7.8333e-10,5.1433e-10,3.2778e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.14e-10,3.19e-10,2.55e-10,4.91e-11,2.39e-11,2.47e-11,1.64e-11,1.03e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.2275e-10,9.3129e-11,6.845e-11,4.9503e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.1462e-12,4.5292e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.68e-12,2.79e-12,2.05e-12,1.49e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.85e-13,1.36e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,45.48,0.0655,46.98,0.0655,-13.25,0.0,1.5,101701.0
8970,101700.0,711111.1,483043.2,44217.6455902778,3202.0,188.5,52.53,43.0,-7.3772e-09,-2.4383e-08,1.0137e-08,5.2602e-09,2.3327e-09,1.5664e-09,1.0532e-09,8.5585e-10,6.1784e-10,4.6257e-10,3.1462e-10,2.1088e-10,-9999.99,1.0108e-10,5.9649e-11,3.7135e-11,2.7857e-11,1.717e-11,1.1424e-11,9.0556e-12,5.1462e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.26e-10,7.44e-10,3.04e-10,1.58e-10,7.04e-11,4.79e-11,3.22e-11,2.6e-11,1.87e-11,1.41e-11,9.63e-12,6.54e-12,-9999.99,3.13e-12,1.91e-12,1.19e-12,8.94e-13,5.75e-13,4.03e-13,3.33e-13,2.86e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.5936e-10,1.8313e-10,1.2632e-10,8.5351e-11,5.7281e-11,3.8655e-11,2.6637e-11,1.8561e-11,1.2906e-11,9.0877e-12,6.2982e-12,4.2135e-12,2.795e-12,1.7523e-12,1.0497e-12,6.1082e-13,3.5819e-13,2.0404e-13,1.0737e-13,7.1404e-14,4.538e-14,-9999.99,7.78e-12,5.49e-12,3.79e-12,2.56e-12,1.72e-12,1.16e-12,7.99e-13,5.57e-13,3.87e-13,2.73e-13,1.89e-13,1.27e-13,8.41e-14,5.29e-14,3.19e-14,1.87e-14,1.13e-14,6.81e-15,4.57e-15,7e-15,3.68e-15,52.535,0.056,54.6,0.056,-13.25,0.0,2.06,101701.0
9070,101700.0,709363.8,483813.4,44217.6467476852,3302.0,190.2,57.61,42.0,-4.6433e-09,-1.8123e-08,3.6374e-09,2.7877e-09,1.7591e-09,1.4228e-09,1.0605e-09,8.4298e-10,6.6111e-10,4.7602e-10,3.3012e-10,2.2529e-10,-9999.99,9.6374e-11,6.0439e-11,3.8129e-11,2.8015e-11,1.838e-11,1.0789e-11,7.883e-12,5.8801e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.44e-10,5.55e-10,1.12e-10,8.42e-11,5.31e-11,4.38e-11,3.22e-11,2.55e-11,2e-11,1.45e-11,1e-11,6.85e-12,-9999.99,3e-12,1.93e-12,1.22e-12,8.99e-13,6.34e-13,3.97e-13,7.59e-13,8.17e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.7564e-10,1.9474e-10,1.3363e-10,9.0439e-11,6.0439e-11,4.0994e-11,2.8137e-11,1.9833e-11,1.3848e-11,9.7281e-12,6.6257e-12,4.3947e-12,2.8459e-12,1.7918e-12,1.0845e-12,6.0643e-13,3.2281e-13,2.0921e-13,9.2924e-14,8.0439e-14,-9999.99,-9999.99,8.27e-12,5.84e-12,4.01e-12,2.71e-12,1.81e-12,1.23e-12,8.44e-13,5.95e-13,4.15e-13,2.92e-13,1.99e-13,1.32e-13,8.57e-14,5.41e-14,3.28e-14,1.86e-14,1.03e-14,7.22e-15,4.05e-15,4.66e-15,-9999.99,57.61,0.051,60.47,0.051,-13.25,0.0,2.86,101701.0
