pINDEX,sLINE_NO,E_N83WTM,N_N83WTM,TIMESTAMP,RECORD,ELEVATION,ALT,NUMDATA,LM_Data_0,LM_Data_1,LM_Data_2,LM_Data_3,LM_Data_4,LM_Data_5,LM_Data_6,LM_Data_7,LM_Data_8,LM_Data_9,LM_Data_10,LM_Data_11,LM_Data_12,LM_Data_13,LM_Data_14,LM_Data_15,LM_Data_16,LM_Data_17,LM_Data_18,LM_Data_19,LM_Data_20,LM_Data_21,LM_Data_22,LM_Data_23,LM_Data_24,LM_Data_25,LM_Data_26,LM_DataSTD_0,LM_DataSTD_1,LM_DataSTD_2,LM_DataSTD_3,LM_DataSTD_4,LM_DataSTD_5,LM_DataSTD_6,LM_DataSTD_7,LM_DataSTD_8,LM_DataSTD_9,LM_DataSTD_10,LM_DataSTD_11,LM_DataSTD_12,LM_DataSTD_13,LM_DataSTD_14,LM_DataSTD_15,LM_DataSTD_16,LM_DataSTD_17,LM_DataSTD_18,LM_DataSTD_19,LM_DataSTD_20,LM_DataSTD_21,LM_DataSTD_22,LM_DataSTD_23,LM_DataSTD_24,LM_DataSTD_25,LM_DataSTD_26,HM_Data_0,HM_Data_1,HM_Data_2,HM_Data_3,HM_Data_4,HM_Data_5,HM_Data_6,HM_Data_7,HM_Data_8,HM_Data_9,HM_Data_10,HM_Data_11,HM_Data_12,HM_Data_13,HM_Data_14,HM_Data_15,HM_Data_16,HM_Data_17,HM_Data_18,HM_Data_19,HM_Data_20,HM_Data_21,HM_DataSTD_0,HM_DataSTD_1,HM_DataSTD_2,HM_DataSTD_3,HM_DataSTD_4,HM_DataSTD_5,HM_DataSTD_6,HM_DataSTD_7,HM_DataSTD_8,HM_DataSTD_9,HM_DataSTD_10,HM_DataSTD_11,HM_DataSTD_12,HM_DataSTD_13,HM_DataSTD_14,HM_DataSTD_15,HM_DataSTD_16,HM_DataSTD_17,HM_DataSTD_18,HM_DataSTD_19,HM_DataSTD_20,HM_DataSTD_21,TX_ALTITUDE,TX_ALTITUDE_STD,RX_ALTITUDE,RX_ALTITUDE_STD,txrx_dx,txrx_dy,txrx_dz,LINE_NO
42096,107500.0,696054.8,438812.8,44224.6139351852,233.0,271.1,34.47,38.0,-2.6617e-08,-7.8363e-08,2.3909e-08,2.2626e-08,1.3854e-08,1.0053e-08,6.848e-09,4.3012e-09,2.5132e-09,1.4135e-09,7.155e-10,3.6111e-10,1.6307e-10,7.0146e-11,3.7427e-11,1.9544e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.99e-10,2.35e-09,7.17e-10,6.79e-10,4.16e-10,3.02e-10,2.05e-10,1.29e-10,7.54e-11,4.24e-11,2.15e-11,1.1e-11,5.06e-12,2.26e-12,1.44e-12,8.23e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.0497e-09,5.4591e-10,2.6962e-10,1.3325e-10,6.4444e-11,3.4825e-11,1.9576e-11,1.1792e-11,7.3713e-12,4.7251e-12,3.4825e-12,2.655e-12,2.0868e-12,1.6211e-12,1.231e-12,9.0175e-13,6.1579e-13,4.0877e-13,2.8749e-13,2.0933e-13,9.8392e-14,6.2456e-14,3.15e-11,1.64e-11,8.09e-12,4e-12,1.93e-12,1.04e-12,5.89e-13,3.56e-13,2.22e-13,1.43e-13,1.06e-13,8.04e-14,6.3e-14,5.01e-14,3.78e-14,2.87e-14,1.95e-14,1.36e-14,1.02e-14,8.69e-15,7.18e-15,9.37e-15,34.465,0.0865,35.335,0.0865,-13.25,0.0,0.87,107502.0
42202,107500.0,693719.9,439757.9,44224.6153472222,333.0,240.7,32.27,37.0,-3.693e-08,-1.0956e-07,2.9825e-08,2.9971e-08,1.8e-08,1.2901e-08,8.9649e-09,5.8538e-09,3.6667e-09,2.2585e-09,1.3254e-09,7.2836e-10,3.7339e-10,1.9825e-10,9.9094e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.11e-09,3.29e-09,8.95e-10,8.99e-10,5.4e-10,3.87e-10,2.69e-10,1.76e-10,1.1e-10,6.78e-11,3.98e-11,2.19e-11,1.13e-11,6.05e-12,3.03e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.7152e-09,1.007e-09,5.6579e-10,3.0585e-10,1.5982e-10,8.3713e-11,4.4795e-11,2.5398e-11,1.5032e-11,9.807e-12,6.731e-12,4.9561e-12,3.3129e-12,2.5026e-12,1.8108e-12,1.1658e-12,7.269e-13,4.6257e-13,2.8936e-13,1.6263e-13,8.9854e-14,5.6287e-14,5.15e-11,3.02e-11,1.7e-11,9.18e-12,4.79e-12,2.51e-12,1.34e-12,7.62e-13,4.51e-13,2.94e-13,2.03e-13,1.49e-13,1.01e-13,7.76e-14,5.7e-14,3.64e-14,2.48e-14,1.71e-14,1.12e-14,7.79e-15,7.84e-15,1.23e-14,32.275,0.091,33.58,0.091,-13.25,0.0,1.3,107502.0
42308,107500.0,691535.7,440638.3,44224.6166550926,433.0,245.8,44.78,46.0,-1.4026e-08,-5.1257e-08,6.6842e-09,9.9035e-09,6.2865e-09,4.8275e-09,3.6374e-09,2.7135e-09,1.9541e-09,1.4009e-09,9.8333e-10,6.4474e-10,4.1053e-10,2.4798e-10,1.4412e-10,8.2018e-11,4.5819e-11,2.4099e-11,1.5085e-11,8.6082e-12,6.2632e-12,3.0322e-12,2.7225e-12,1.5456e-12,-9999.99,-9999.99,-9999.99,4.22e-10,1.54e-09,2.02e-10,2.97e-10,1.89e-10,1.45e-10,1.09e-10,8.14e-11,5.86e-11,4.22e-11,2.96e-11,1.94e-11,1.24e-11,7.49e-12,4.38e-12,2.5e-12,1.42e-12,7.78e-13,6.15e-13,3.99e-13,3.44e-13,3.43e-13,2.59e-13,5.26e-13,-9999.99,-9999.99,-9999.99,1.1213e-09,7.924e-10,5.383e-10,3.5058e-10,2.1944e-10,1.3114e-10,7.7398e-11,4.4649e-11,2.5743e-11,1.4977e-11,9.114e-12,5.8684e-12,3.7836e-12,2.3775e-12,1.5216e-12,9.4094e-13,6.193e-13,3.7515e-13,2.4003e-13,1.3635e-13,1.1985e-13,8.2895e-14,3.36e-11,2.38e-11,1.61e-11,1.05e-11,6.58e-12,3.93e-12,2.32e-12,1.34e-12,7.72e-13,4.49e-13,2.73e-13,1.77e-13,1.14e-13,7.16e-14,4.66e-14,2.92e-14,1.98e-14,1.24e-14,8.43e-15,6.26e-15,7.14e-15,1.18e-14,44.78,0.066,45.935,0.066,-13.25,0.0,1.16,107502.0
42410,107500.0,689657.4,441524.2,44224.6178472222,533.0,245.3,35.85,30.0,-3.0088e-08,-9.7427e-08,1.4477e-08,2.0825e-08,1.3526e-08,1.0702e-08,8.1257e-09,5.8596e-09,4.0673e-09,2.7208e-09,1.7164e-09,1.038e-09,6.0673e-10,3.2807e-10,1.8096e-10,9.0497e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.03e-10,2.92e-09,4.34e-10,6.25e-10,4.06e-10,3.21e-10,2.44e-10,1.76e-10,1.22e-10,8.16e-11,5.15e-11,3.11e-11,1.83e-11,9.91e-12,5.5e-12,2.78e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.0722e-09,1.3386e-09,8.2661e-10,4.9327e-10,2.8763e-10,1.6643e-10,9.5643e-11,5.5877e-11,3.3684e-11,2.0819e-11,1.3158e-11,8.7018e-12,5.7865e-12,3.7865e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.22e-11,4.02e-11,2.48e-11,1.48e-11,8.63e-12,4.99e-12,2.87e-12,1.68e-12,1.01e-12,6.25e-13,3.95e-13,2.63e-13,1.74e-13,1.14e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,35.85,0.0825,37.48,0.083,-13.25,0.0,1.63,107502.0
42516,107500.0,687228.1,442415.5,44224.6193634259,633.0,234.0,44.66,44.0,-1.4646e-08,-5.2865e-08,9.4766e-09,1.283e-08,8.3129e-09,6.2368e-09,4.3713e-09,2.8734e-09,1.7383e-09,1.0623e-09,6.2398e-10,3.6053e-10,1.9313e-10,1.245e-10,7.5322e-11,5.1053e-11,3.3216e-11,2.2146e-11,1.7482e-11,1.2175e-11,7.2281e-12,5.462e-12,4.0058e-12,-9999.99,-9999.99,-9999.99,-9999.99,4.39e-10,1.59e-09,2.84e-10,3.85e-10,2.49e-10,1.87e-10,1.31e-10,8.62e-11,5.21e-11,3.2e-11,1.88e-11,1.09e-11,5.87e-12,3.83e-12,2.4e-12,1.59e-12,1.06e-12,7.15e-13,6.03e-13,6.68e-13,3.32e-13,1.5e-12,1.55e-12,-9999.99,-9999.99,-9999.99,-9999.99,8.2953e-10,4.962e-10,2.9795e-10,1.8412e-10,1.176e-10,7.8977e-11,5.4708e-11,3.9357e-11,2.8237e-11,1.9778e-11,1.3649e-11,9.1491e-12,5.9561e-12,3.6754e-12,2.267e-12,1.3515e-12,7.7953e-13,4.3918e-13,2.2374e-13,1.293e-13,6.0994e-14,-9999.99,2.49e-11,1.49e-11,8.94e-12,5.52e-12,3.53e-12,2.37e-12,1.64e-12,1.18e-12,8.47e-13,5.93e-13,4.09e-13,2.74e-13,1.79e-13,1.11e-13,6.87e-14,4.11e-14,2.41e-14,1.49e-14,8.66e-15,6.89e-15,8.78e-15,-9999.99,44.66,0.066,45.87,0.066,-13.25,0.0,1.21,107502.0
42620,107600.0,688631.5,441024.5,44224.6218402778,733.0,248.1,51.88,40.0,-1.1889e-08,-3.9912e-08,1.0825e-08,1.0576e-08,6.2544e-09,4.2924e-09,2.7363e-09,1.6643e-09,1.045e-09,5.9825e-10,3.5994e-10,2.2743e-10,1.3784e-10,8.7895e-11,4.7749e-11,3.2895e-11,2.1632e-11,1.4076e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,3.58e-10,1.2e-09,3.26e-10,3.17e-10,1.88e-10,1.29e-10,8.24e-11,5.01e-11,3.15e-11,1.81e-11,1.1e-11,6.94e-12,4.19e-12,2.82e-12,1.59e-12,1.1e-12,9.93e-13,1.44e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.8655e-10,2.917e-10,1.8044e-10,1.1363e-10,7.2368e-11,4.7281e-11,3.0468e-11,2.0389e-11,1.4137e-11,1.002e-11,7.4883e-12,5.4298e-12,3.7251e-12,2.6573e-12,1.7459e-12,1.1263e-12,7e-13,4.0117e-13,2.2854e-13,1.3497e-13,8.7398e-14,5.5205e-14,1.46e-11,8.75e-12,5.41e-12,3.41e-12,2.17e-12,1.42e-12,9.14e-13,6.12e-13,4.24e-13,3.01e-13,2.25e-13,1.63e-13,1.12e-13,8e-14,5.29e-14,3.45e-14,2.23e-14,1.29e-14,8.36e-15,6.36e-15,7.04e-15,5.85e-15,51.88,0.058,52.315,0.058,-13.25,0.0,0.44,107602.0
42720,107600.0,690928.6,439784.8,44224.6229976852,833.0,227.8,83.64,39.0,-3.1784e-09,-1.2032e-08,4.2865e-09,3.2807e-09,1.6257e-09,1.1333e-09,6.4591e-10,3.6199e-10,1.862e-10,1.3105e-10,8.9708e-11,5.3801e-11,4.0205e-11,2.6146e-11,2.3673e-11,1.6132e-11,1.0757e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.98e-11,3.71e-10,1.3e-10,9.87e-11,4.94e-11,3.49e-11,2.01e-11,1.16e-11,6.5e-12,4.81e-12,3.85e-12,2.3e-12,1.73e-12,1.37e-12,1.56e-12,6.97e-13,1.41e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.1444e-10,7.7895e-11,5.4912e-11,3.7924e-11,2.5626e-11,1.8936e-11,1.2447e-11,9.9474e-12,7.231e-12,5.2632e-12,4.3246e-12,3.1813e-12,2.2924e-12,1.7462e-12,1.2418e-12,8.386e-13,5.4825e-13,3.4766e-13,1.9819e-13,1.314e-13,6.8977e-14,4.3012e-14,3.44e-12,2.34e-12,1.65e-12,1.15e-12,7.82e-13,5.78e-13,3.8e-13,3e-13,2.18e-13,1.59e-13,1.32e-13,9.58e-14,6.95e-14,5.29e-14,3.81e-14,2.57e-14,1.73e-14,1.13e-14,6.88e-15,6.27e-15,5.83e-15,1.08e-14,83.635,0.036,83.9,0.036,-13.25,0.0,0.27,107602.0
42826,107600.0,693381.0,438981.2,44224.6242824074,933.0,219.5,59.28,31.0,-5.845e-09,-1.8137e-08,9.9474e-09,5.5819e-09,2.2433e-09,1.2787e-09,6.7544e-10,3.9123e-10,1.9661e-10,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.77e-10,5.48e-10,2.98e-10,1.67e-10,6.84e-11,3.91e-11,2.11e-11,1.24e-11,7.04e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.0825e-10,6.8596e-11,4.5526e-11,3.1287e-11,2.1968e-11,1.6099e-11,1.1965e-11,8.8889e-12,6.9766e-12,5.5117e-12,4.1988e-12,3.4152e-12,2.5374e-12,1.8611e-12,1.3632e-12,9.0556e-13,6.1228e-13,3.576e-13,2.2512e-13,1.3503e-13,9.9123e-14,5.9942e-14,3.25e-12,2.06e-12,1.37e-12,9.42e-13,6.61e-13,4.86e-13,3.64e-13,2.69e-13,2.1e-13,1.66e-13,1.27e-13,1.03e-13,7.66e-14,5.68e-14,4.14e-14,2.83e-14,1.9e-14,1.19e-14,8.58e-15,6.05e-15,7.17e-15,6.83e-15,59.285,0.05,60.48,0.05,-13.25,0.0,1.2,107602.0
42926,107600.0,695856.9,438011.4,44224.6254398148,1033.0,279.9,32.67,31.0,-3.4444e-08,-1.0664e-07,2.6459e-08,2.9795e-08,1.8573e-08,1.3629e-08,9.424e-09,6e-09,3.5585e-09,2.0365e-09,1.1e-09,5.6374e-10,2.7784e-10,1.3263e-10,6.2602e-11,2.807e-11,1.7406e-11,8.3889e-12,4.4854e-12,4.3743e-12,4.3333e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.03e-09,3.2e-09,7.94e-10,8.94e-10,5.57e-10,4.09e-10,2.83e-10,1.8e-10,1.07e-10,6.11e-11,3.31e-11,1.7e-11,8.39e-12,4.09e-12,2.05e-12,1.02e-12,8.51e-13,7.35e-13,7.45e-13,6.82e-13,9.19e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.5567e-09,8.4152e-10,4.345e-10,2.1591e-10,1.064e-10,5.2135e-11,2.6219e-11,1.3728e-11,7.4006e-12,4.1754e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.67e-11,2.52e-11,1.3e-11,6.48e-12,3.19e-12,1.56e-12,7.87e-13,4.13e-13,2.23e-13,1.32e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,32.675,0.09,33.845,0.09,-13.25,0.0,1.17,107602.0
43036,107600.0,699001.4,436749.6,44224.6268287037,1133.0,258.2,28.37,40.0,-5.9444e-08,-1.6865e-07,4.8158e-08,4.9152e-08,2.9591e-08,2.1132e-08,1.4363e-08,9.1784e-09,5.5292e-09,3.2749e-09,1.8684e-09,1.0137e-09,5.1725e-10,2.6442e-10,1.3237e-10,6.3158e-11,3.0263e-11,1.2763e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.78e-09,5.06e-09,1.44e-09,1.47e-09,8.88e-10,6.34e-10,4.31e-10,2.75e-10,1.66e-10,9.82e-11,5.61e-11,3.04e-11,1.56e-11,7.99e-12,4.06e-12,1.97e-12,9.68e-13,5.9e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.4743e-09,1.402e-09,7.6842e-10,4.0965e-10,2.1316e-10,1.1012e-10,5.5556e-11,2.8354e-11,1.4088e-11,7.2398e-12,4.1257e-12,2.7129e-12,1.883e-12,1.3836e-12,1.0365e-12,8.2164e-13,6.1433e-13,4.0702e-13,3.0205e-13,1.9512e-13,1.5851e-13,9.6374e-14,7.42e-11,4.21e-11,2.31e-11,1.23e-11,6.39e-12,3.3e-12,1.67e-12,8.51e-13,4.23e-13,2.19e-13,1.25e-13,8.33e-14,6.01e-14,4.28e-14,3.25e-14,2.59e-14,1.97e-14,1.41e-14,1.13e-14,1.19e-14,3e-14,4.11e-14,28.37,0.104,29.465,0.104,-13.25,0.0,1.09,107602.0
43142,107700.0,699479.4,435650.9,44224.6294675926,1233.0,238.8,24.97,15.0,-5.462e-08,-1.1561e-07,7.348e-08,4.5731e-08,2.0401e-08,1.1246e-08,5.8918e-09,2.7757e-09,1.2161e-09,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.64e-09,3.47e-09,2.2e-09,1.37e-09,6.12e-10,3.37e-10,1.77e-10,8.33e-11,3.66e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.9386e-10,2.314e-10,1.193e-10,6.6287e-11,3.9064e-11,2.35e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.48e-11,6.94e-12,3.58e-12,1.99e-12,1.17e-12,7.1e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,24.97,0.117,26.2,0.117,-13.25,0.0,1.23,107701.0
43246,107700.0,697633.0,436472.2,44224.6307175926,1333.0,261.1,27.07,39.0,-6.3275e-08,-1.7257e-07,5.4766e-08,4.9737e-08,2.8673e-08,2.0614e-08,1.4135e-08,9.1901e-09,5.5673e-09,3.3275e-09,1.8833e-09,1.0281e-09,5.2135e-10,2.5453e-10,1.1904e-10,5.3158e-11,2.2743e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.9e-09,5.18e-09,1.64e-09,1.49e-09,8.6e-10,6.18e-10,4.24e-10,2.76e-10,1.67e-10,9.98e-11,5.65e-11,3.08e-11,1.56e-11,7.69e-12,3.65e-12,1.65e-12,7.55e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.5342e-09,1.4444e-09,7.8626e-10,4.0994e-10,2.048e-10,1.007e-10,4.8363e-11,2.433e-11,1.2371e-11,7.1637e-12,4.5936e-12,3.0351e-12,2.1713e-12,1.6254e-12,1.2506e-12,8.9327e-13,6.4649e-13,4.3626e-13,2.8389e-13,1.8263e-13,1.2348e-13,7.3743e-14,7.6e-11,4.33e-11,2.36e-11,1.23e-11,6.14e-12,3.02e-12,1.45e-12,7.3e-13,3.71e-13,2.16e-13,1.39e-13,9.14e-14,6.54e-14,4.91e-14,3.8e-14,2.72e-14,1.99e-14,1.38e-14,9.43e-15,7.67e-15,6.06e-15,8.04e-15,27.075,0.1075,28.805,0.1075,-13.25,0.0,1.73,107701.0
43352,107700.0,695287.0,437390.5,44224.6320486111,1433.0,272.6,41.71,38.0,-1.8635e-08,-6.2193e-08,1.4871e-08,1.7026e-08,1.0874e-08,8.0877e-09,5.652e-09,3.6608e-09,2.1953e-09,1.3079e-09,7.2076e-10,3.8129e-10,2.0105e-10,9.8363e-11,4.807e-11,2.1895e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,5.59e-10,1.87e-09,4.46e-10,5.11e-10,3.26e-10,2.43e-10,1.7e-10,1.1e-10,6.59e-11,3.94e-11,2.18e-11,1.15e-11,6.09e-12,3.05e-12,1.66e-12,7.51e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.6842e-10,5.4094e-10,2.8991e-10,1.4994e-10,7.5556e-11,3.8596e-11,1.9868e-11,1.0722e-11,6.0819e-12,3.7222e-12,2.5395e-12,1.9298e-12,1.4047e-12,1.105e-12,8.1667e-13,6.0614e-13,4.4094e-13,2.8143e-13,1.802e-13,1.1491e-13,7.2895e-14,5.3977e-14,2.91e-11,1.62e-11,8.7e-12,4.5e-12,2.27e-12,1.16e-12,5.96e-13,3.23e-13,1.84e-13,1.12e-13,7.75e-14,5.92e-14,4.34e-14,3.46e-14,2.6e-14,1.9e-14,1.47e-14,1.07e-14,7.75e-15,6.8e-15,9.11e-15,1.69e-14,41.71,0.0715,43.675,0.0715,-13.25,0.0,1.97,107701.0
43458,107700.0,692222.1,438628.9,44224.6334953704,1533.0,230.8,62.87,33.0,-5.8363e-09,-2.0023e-08,7.2807e-09,5.5292e-09,2.8848e-09,1.902e-09,1.2173e-09,7.5439e-10,4.2719e-10,2.5111e-10,1.6146e-10,9.0468e-11,5.5994e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.79e-10,6.13e-10,2.2e-10,1.66e-10,8.68e-11,5.78e-11,3.69e-11,2.29e-11,1.32e-11,8.04e-12,5.15e-12,2.96e-12,1.9e-12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.952e-10,1.157e-10,6.9766e-11,4.5117e-11,2.8614e-11,1.9678e-11,1.3561e-11,9.693e-12,7.3304e-12,5.5439e-12,4.345e-12,3.4415e-12,2.5374e-12,1.8895e-12,1.3602e-12,9.7281e-13,6.1082e-13,3.6871e-13,2.3918e-13,1.6409e-13,-9999.99,-9999.99,5.86e-12,3.47e-12,2.1e-12,1.35e-12,8.61e-13,5.9e-13,4.08e-13,2.92e-13,2.21e-13,1.67e-13,1.31e-13,1.04e-13,7.69e-14,5.71e-14,4.14e-14,2.98e-14,1.94e-14,1.25e-14,8.73e-15,7.45e-15,-9999.99,-9999.99,62.865,0.0475,65.415,0.0475,-13.25,0.0,2.55,107701.0
43560,107700.0,689721.1,439681.4,44224.6346875,1633.0,247.6,58.9,38.0,-6.7719e-09,-2.681e-08,4.5702e-09,5.8333e-09,3.8246e-09,2.9269e-09,2.1734e-09,1.486e-09,9.4474e-10,6.1608e-10,3.6784e-10,2.2889e-10,1.1985e-10,7.5292e-11,4.5088e-11,2.6456e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,2.05e-10,8.1e-10,1.38e-10,1.75e-10,1.15e-10,8.87e-11,6.54e-11,4.47e-11,2.85e-11,1.86e-11,1.13e-11,7.05e-12,3.73e-12,2.46e-12,1.57e-12,8.94e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,4.6023e-10,2.8848e-10,1.7848e-10,1.0953e-10,6.8246e-11,4.307e-11,2.7655e-11,1.8067e-11,1.2009e-11,8.2515e-12,5.9444e-12,4.2544e-12,3.0819e-12,2.2649e-12,1.5368e-12,1.0213e-12,6.7193e-13,3.9444e-13,2.5234e-13,1.5047e-13,8.3567e-14,5.6345e-14,1.38e-11,8.65e-12,5.35e-12,3.29e-12,2.05e-12,1.29e-12,8.3e-13,5.42e-13,3.6e-13,2.48e-13,1.79e-13,1.28e-13,9.31e-14,6.84e-14,4.67e-14,3.13e-14,2.13e-14,1.33e-14,9.56e-15,7.09e-15,1.04e-14,1.03e-14,58.9,0.0505,61.125,0.0505,-13.25,0.0,2.23,107701.0
43666,107700.0,687423.8,440645.7,44224.6360763889,1733.0,255.7,32.09,39.0,-3.9971e-08,-1.1512e-07,4.6959e-08,4.2602e-08,2.2094e-08,1.302e-08,7.155e-09,3.4444e-09,1.617e-09,8.2105e-10,4.6813e-10,2.8857e-10,1.7637e-10,1.0383e-10,6.2719e-11,4.0877e-11,2.367e-11,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,1.2e-09,3.45e-09,1.41e-09,1.28e-09,6.63e-10,3.91e-10,2.15e-10,1.03e-10,4.87e-11,2.47e-11,1.42e-11,8.83e-12,5.41e-12,3.22e-12,2.03e-12,1.3e-12,8.21e-13,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.2398e-10,3.9035e-10,2.3643e-10,1.5216e-10,9.8363e-11,6.424e-11,4.2368e-11,2.8404e-11,1.9409e-11,1.3892e-11,1.0094e-11,7.3363e-12,5.2485e-12,3.576e-12,2.4474e-12,1.5544e-12,9.3187e-13,5.8187e-13,3.2164e-13,2.1164e-13,1.1135e-13,6.4444e-14,2.17e-11,1.17e-11,7.09e-12,4.56e-12,2.95e-12,1.93e-12,1.27e-12,8.52e-13,5.82e-13,4.17e-13,3.04e-13,2.2e-13,1.57e-13,1.08e-13,7.39e-14,4.69e-14,2.84e-14,1.82e-14,1.05e-14,8.34e-15,8.75e-15,5.48e-15,32.095,0.0965,30.125,0.096,-13.25,0.0,-1.97,107701.0
